DATE,CPIQOEPS Index,AHE TOTL Index,ECICCVYY Index,USURTOT Index,ZHVIACUR Index,ZRIOAYOY Index,CPIQOEPS Index_yoy,ZHVIACUR Index_yoy,ZHVIACUR Index_yoy_lagged,AHE TOTL Index_lag30m,AHE TOTL Index_lag60m,AHE TOTL Index_lag90m,CPIQOEPS Index_lag30m,CPIQOEPS Index_lag60m,CPIQOEPS Index_lag90m,ECICCVYY Index_lag30m,ECICCVYY Index_lag60m,ECICCVYY Index_lag90m,USURTOT Index_lag30m,USURTOT Index_lag60m,USURTOT Index_lag90m,ZHVIACUR Index_lag30m,ZHVIACUR Index_lag60m,ZHVIACUR Index_lag90m,ZRIOAYOY Index_lag30m,ZRIOAYOY Index_lag60m,ZRIOAYOY Index_lag90m,CPIQOEPS Index_yoy_lag30m,CPIQOEPS Index_yoy_lag60m,CPIQOEPS Index_yoy_lag90m,ZHVIACUR Index_yoy_lag30m,ZHVIACUR Index_yoy_lag60m,ZHVIACUR Index_yoy_lag90m,ZHVIACUR Index_yoy_lagged_lag30m,ZHVIACUR Index_yoy_lagged_lag60m,ZHVIACUR Index_yoy_lagged_lag90m
2011-01-15,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,0.0,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-16,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-17,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-18,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-19,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-20,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-21,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-22,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-23,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-24,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-25,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,-0.5765591853105656
2011-01-26,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818,0.0
2011-01-27,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,-0.5732948412549344,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,0.0,22.73,22.74,22.67,257.102,256.827,256.681,1.89702,1.89702,1.89702,9.8,9.4,9.5,169461.36290853538,170505.29841334687,171533.6032637929,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-29,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,0.0,22.73,22.73,22.74,257.102,257.102,256.827,1.89702,1.89702,1.89702,9.8,9.8,9.4,169461.36290853538,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.107075969426873,0.0568799404708553,0.0,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-01-30,257.326,22.76,1.9802,9.3,168489.84965706043,431.272,0.0,0.0,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-01-31,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-01,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-02,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-03,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-04,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-05,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-06,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-07,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-08,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-09,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.107075969426873,0.0568799404708553,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818,0.0,0.0,0.0
2011-02-10,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.087124954298301,0.0,0.0,-0.5732948412549344,0.0,0.0,0.0,0.0,0.0
2011-02-11,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.1099772273303045,-0.5340018512240086,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-12,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-13,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-14,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661,-0.5994772049792818
2011-02-15,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,0.0,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-16,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-17,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-18,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-19,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-20,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-21,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-22,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-23,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-24,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-25,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661,-0.5994772049792818
2011-02-26,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,0.0,0.0
2011-02-27,257.609,22.87,1.9802,9.1,167590.11074076718,431.272,0.0,0.0,-0.5340018512240086,22.76,22.73,22.74,257.326,257.102,256.827,1.9802,1.89702,1.89702,9.3,9.8,9.4,168489.84965706043,169461.36290853538,170505.29841334687,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-28,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.76,22.73,22.73,257.326,257.102,257.102,1.9802,1.89702,1.89702,9.3,9.8,9.8,168489.84965706043,169461.36290853538,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.107075969426873,0.0,0.0,-0.6122598620253661,0.0,0.0,0.0
2011-03-01,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.76,22.76,22.73,257.326,257.326,257.102,1.9802,1.9802,1.89702,9.3,9.3,9.8,168489.84965706043,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.087124954298301,0.107075969426873,0.0,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-02,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-03,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-04,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-05,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-06,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-07,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-08,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-09,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-10,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-11,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.1412994111230636,-0.4973257073819792,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.107075969426873,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661,0.0,0.0,0.0
2011-03-12,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.087124954298301,0.0,-0.5340018512240086,-0.5732948412549344,0.0,0.0,0.0,0.0
2011-03-13,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.1099772273303045,0.0,0.0,-0.5340018512240086,0.0,0.0,0.0,0.0,0.0
2011-03-14,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-15,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,0.0,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-16,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6122598620253661
2011-03-17,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5732948412549344,-0.6122598620253661
2011-03-18,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661
2011-03-19,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661
2011-03-20,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661
2011-03-21,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661
2011-03-22,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661
2011-03-23,257.973,22.87,1.9802,9.0,166756.6420370234,431.272,0.0,0.0,-0.4973257073819792,22.87,22.76,22.73,257.609,257.326,257.102,1.9802,1.9802,1.89702,9.1,9.3,9.8,167590.11074076718,168489.84965706043,169461.36290853538,431.272,431.272,431.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.5340018512240086,-0.5732948412549344,-0.6122598620253661
